Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Activity Private Note,Activity Gear,Athlete Weight,Elapsed Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Power Count,Grade Adjusted Distance,Weather Temperature,Dewpoint,Humidity,Wind Speed,Sunrise Time,Sunset Time,Moon Phase,Precipitation Probability,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Avg Elapsed Speed,Dirt Distance,Total Steps,Media
"Aug 29, 2017, 12:22:48 PM",Warm/Cool,Run,,1740,6.43,,,,,0.0,1740.0,6437.3798828125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Aug 29, 2017, 12:26:57 PM",8×1000m,Run,,1530,8.04,,,,,0.0,1530.0,8046.72021484375,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 2, 2017, 3:25:54 PM",Aqua Jog,Swim,,3240,0,,,,,,3240.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 1, 2017, 4:20:02 PM",Race +Warmup/cooldown,Run,,3300,13.03,,,,,0.0,3300.0,13035.7001953125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Aug 31, 2017, 3:32:49 PM",Pre-Race Run,Run,,2940,11.26,,,,,0.0,2940.0,11265.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Aug 30, 2017, 4:22:08 PM",Volume  7.5-2.5,Run,,4080,16.09,,,,,0.0,4080.0,16093.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 2, 2017, 3:40:33 PM",Morning Run,Run,,2700,9.97,,,,,0.0,2700.0,9977.9296875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 3, 2017, 12:14:38 PM",Oakey Woods WMA Long Run,Run,,6135,24.62,,,,,0.0,6135.0,24623.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 4, 2017, 10:12:21 PM",Evening Run,Run,,1920,7.24,,,,,0.0,1920.0,7242.0498046875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 5, 2017, 10:43:16 AM",Run of Death,Run,"(2K, 8×200m Hill)×3

3 mile warm up/cooldown total jog in between.",5135,20.92,,,,,0.0,5135.0,20921.5,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 5, 2017, 8:36:54 PM",Shakeout Run,Run,,900,3.21,,,,,0.0,900.0,3218.68994140625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 6, 2017, 10:53:06 AM",Morning Run,Run,,4200,16.48,,,,,0.0,4200.0,16486.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 7, 2017, 10:31:33 AM",Progressive Run,Run,Nice and easy progressive run. ,1775,8.04,,,,,0.0,1775.0,8046.72021484375,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 7, 2017, 10:43:36 AM",Warmup/cooldown,Run,,1260,4.82,,,,,0.0,1260.0,4828.02978515625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 8, 2017, 2:07:31 PM",Pre race run,Run,,3360,12.87,,,,,0.0,3360.0,12874.7998046875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 9, 2017, 2:22:02 PM",Race day,Run,Not a lot to be said... straight crap today. ,2535,10.46,,,,,0.0,2535.0,10460.7001953125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 13, 2017, 8:30:34 AM",Morning Fartlek,Run,4:30 am start. 3 min on 2 min off  2 min on 1 min off ×6 20 min total for warm/cool,4500,19.31,,,,,0.0,4500.0,19312.099609375,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 14, 2017, 8:59:32 AM",Volume Run,Run,,3900,15.49,,,,,0.0,3900.0,15497.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 19, 2017, 3:05:20 PM",8×1000 ish,Run,8×1000 around Tatnall plus warmup and cooldown.,3600,14.48,,,,,0.0,3600.0,14484.099609375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 18, 2017, 4:07:24 PM",Volume Runs (double),Run,,3900,15.49,,,,,0.0,3900.0,15497.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 20, 2017, 10:00:39 PM",Volume Run,Run,,4139,16.73,,,,,0.0,4139.0,16737.19921875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 21, 2017, 4:17:58 PM",Mounds plus night run,Run,,4020,16.09,,,,,0.0,4020.0,16093.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 22, 2017, 4:19:35 PM",Warmup and cooldown,Run,,1600,6.43,,,,,0.0,1600.0,6437.3798828125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 22, 2017, 4:20:28 PM",Tempo,Run,,1755,8.04,,,,,0.0,1755.0,8046.72021484375,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 23, 2017, 3:13:27 PM",Morning and Night Run,Run,,4080,16.09,,,,,0.0,4080.0,16093.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 24, 2017, 2:50:37 PM",Long Run,Run,,5488,22.53,,,,,0.0,5488.0,22530.80078125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 26, 2017, 2:40:20 PM",Warmup/Cooldown,Run,,1640,6.43,,,,,0.0,1640.0,6437.3798828125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 26, 2017, 2:46:24 PM",Mile Repeats/4×200,Run,"5×1600 2min recovery

5:00
5:09
Third and Fourth were bad... right shin/arch made me pull out of both about halfway and pick up after the other guys did 400m without me. Did 1200 for these total at around 3:45-3:50 
5:05 last 
4×200 at 35 seconds",1525,8.04,,,,,0.0,1525.0,8046.72021484375,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 27, 2017, 3:56:06 PM",Hills and Regular Run,Run,,3360,12.87,,,,,0.0,3360.0,12874.7998046875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 28, 2017, 10:30:27 PM",Afternoon Run,Run,,3600,14.48,,,,,0.0,3600.0,14484.099609375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 29, 2017, 11:59:19 PM",Pre Race Run,Run,,1215,4.82,,,,,0.0,1215.0,4828.02978515625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Sep 30, 2017, 4:36:09 PM",Race day +warm up and cooldown,Run,,2880,12.87,,,,,0.0,2880.0,12874.7998046875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 1, 2017, 1:19:21 PM",Long Run,Run,"Thank God it's fall.
",5320,22.53,,,,,0.0,5320.0,22530.80078125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 3, 2017, 11:02:02 AM",800's +300 300 200,Run,":55
2:27
2:28
2:29
2:29
2:29
2:28
2:29
2:27
:51
:30",1323,7.24,,,,,0.0,1323.0,7242.0498046875,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 3, 2017, 11:24:41 AM",Warmup Cooldown,Run,,1680,6.43,,,,,0.0,1680.0,6437.3798828125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 2, 2017, 11:52:47 AM",Double,Run,,3690,14.48,,,,,0.0,3690.0,14484.099609375,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 3, 2017, 11:01:27 PM",Evening Shakeout,Run,,1243,5.00,,,,,0.0,1243.0,5000.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 6, 2017, 8:18:59 PM",Tempo,Run,"Didn't have gps watch, but knew where 5k was, so did and out and back for 10k instead of 6 miles
10k out and back 
5k-17:33
10k: 35:19",2119,10.00,,,,,0.0,2119.0,10000.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 6, 2017, 8:25:05 PM",Warmup/Cooldown,Run,,1868,7.24,,,,,0.0,1868.0,7242.0498046875,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 4, 2017, 8:56:26 PM",Recovery Run,Run,,2268,8.69,,,,,0.0,2268.0,8690.4599609375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 5, 2017, 7:53:16 PM",RR,Run,,3895,15.28,,,,,0.0,3895.0,15288.7998046875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 8, 2017, 4:08:07 PM",Shenandoah Long Run,Run,,6330,24.14,,,,,0.0,6330.0,24140.19921875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,media/6d70e9d9-de02-4660-84a6-978fa44bef3d.jpg|media/b089d30b-b5b6-4d10-8406-08c628f4ecdc.jpg|media/35f01fd2-9a3c-4389-9c9a-2e85c35ccaf1.jpg
"Oct 7, 2017, 6:51:26 PM",Regular Run,Run,,4477,17.70,,,,,0.0,4477.0,17702.80078125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 10, 2017, 10:00:22 AM",4×1609m plus 2×400,Run,"My achilles was not having it today... probably from the mountains this past weekend...
4×1609 with 1 minute recovery 

1600- 5:05
1609- 5:12
Third and fourth were messed up again... ran 1200 for both of these at about 5:10 pace... 

400- 71 seconds
400-64 seconds",1240,6.43,,,,,0.0,1240.0,6437.3798828125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 10, 2017, 7:45:13 PM",Warmup Cooldown,Run,,1470,5.63,,,,,0.0,1470.0,5632.7001953125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 12, 2017, 2:33:12 AM",Hills plus RR,Run,,2633,10.46,,,,,0.0,2633.0,10460.7001953125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 12, 2017, 2:33:57 AM",Double,Run,,2520,9.65,,,,,0.0,2520.0,9656.0595703125,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 13, 2017, 2:16:21 AM",Course preview,Run,,1110,4.34,,,,,0.0,1110.0,4345.22998046875,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 14, 2017, 4:06:26 PM",Long Run,Run,"Run at oaky woods wma. Marc's gps was too slow for a while, so probably averaged closer to 645 640.",5768,22.53,,,,,0.0,5768.0,22530.80078125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 13, 2017, 4:48:03 PM",Race day,Run,"Good lord that was awful. 2 mile warm up, 8k at Alabama, 2 mile cooldown.",3420,14.48,,,,,0.0,3420.0,14484.099609375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 15, 2017, 12:09:09 PM",Children's Home,Run,,4200,16.09,,,,,0.0,4200.0,16093.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 16, 2017, 9:39:41 PM",Shakeout+Strides+Core,Run,,1800,7.24,,,,,0.0,1800.0,7242.0498046875,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 17, 2017, 12:00:13 PM",Tempo,Run,"Dogbite Tempo. Felt good cardiovascular wise, but my legs were soooo tight that they couldn't move any faster. ",1730,8.04,,,,,0.0,1730.0,8046.72021484375,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 17, 2017, 11:56:00 AM",Warmup Cooldown,Run,,2075,8.04,,,,,0.0,2075.0,8046.72021484375,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 18, 2017, 10:20:56 PM",Shakeout,Run,,1050,4.02,,,,,0.0,1050.0,4023.360107421880,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 19, 2017, 12:11:58 PM",RR,Run,,2870,11.26,,,,,0.0,2870.0,11265.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 20, 2017, 12:31:10 PM",16×600,Run,"16×600 on Black Field 
Goal Pace: 1:51 
2 min recovery 
1; 1:52
2-9; 1:51
10: 1:53
11-13; 1:51
14; 1:49
15; 1:45
16; 1:42",1770,9.65,,,,,0.0,1770.0,9656.0595703125,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 20, 2017, 12:52:49 PM",Warmup,Run,,840,3.21,,,,,0.0,840.0,3218.68994140625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 21, 2017, 2:50:00 PM",Morning Run,Run,,3360,13.68,,,,,0.0,3360.0,13679.400390625,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 23, 2017, 2:50:00 PM",Progressive Run,Run,"4 mile dropdown



5:50

5:44

5:33

5:29



7/10 RPE",1380,6.43,,,,,0.0,1380.0,6437.39990234375,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 23, 2017, 2:50:00 PM",Warmup/Cooldown,Run,Indian Run during the cooldown,1680,6.43,,,,,0.0,1680.0,6437.39990234375,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 24, 2017, 11:08:55 AM",RR,Run,,2472,9.65,,,,,0.0,2472.0,9656.099609375,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 25, 2017, 11:29:56 AM",Warmup,Run,,1260,4.82,,,,,0.0,1260.0,4828.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 25, 2017, 11:44:18 AM",Easy 300s,Run,"8 easy 300's on soccer field

54 
55
55
55
55
55
54
48

7/10 RPE",443,2.41,,,,,0.0,443.0,2414.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 25, 2017, 11:42:39 AM",Cooldown,Run,,630,2.41,,,,,0.0,630.0,2414.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 26, 2017, 3:22:15 PM",Shakeout,Run,,1914,7.08,,,,,0.0,1914.0,7081.10009765625,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Oct 27, 2017, 10:42:31 PM",Pre Race,Run,,1281,4.82,,,,,0.0,1281.0,4828.02978515625,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 13, 2017, 11:30:21 AM",Morning,Run,,2449,9.49,,,,,0.0,2449.0,9495.1298828125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 14, 2017, 11:30:57 AM",Morning Run,Run,,2394,9.17,,,,,0.0,2394.0,9173.2998046875,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 13, 2017, 9:48:42 PM",Evening cross training,Elliptical,Needed to shake out the legs a little.,1500,3.21,,,,,,1500.0,3218.68994140625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 15, 2017, 11:30:19 AM",Morning run,Run,,2700,10.86,,,,,0.0,2700.0,10863.099609375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 14, 2017, 10:30:39 PM",Easy Run,Run,,840,3.21,,,,,0.0,840.0,3218.68994140625,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 16, 2017, 5:00:03 PM",Afternoon Run,Run,,1988,8.00,,,,,0.0,1988.0,8000.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 15, 2017, 8:30:56 PM",Afternoon Jog,Run,,1038,4.02,,,,,0.0,1038.0,4023.360107421880,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 16, 2017, 5:45:49 PM",Circuit,Workout,"Bout a 10 minute General Strength Circuit 

7/10 RPE",600,0,,,,,,600.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 25, 2017, 6:22:28 PM",Prince William Forest Run,Run,Pretty technical trails. ,2730,10.46,,,,,0.0,2730.0,10460.7001953125,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,media/ed57f5fb-a7a5-4387-b778-3ce271431bbb.jpg
"Nov 24, 2017, 7:08:47 PM",Metro Loop,Run,Nice hilly loop around Lorton.,3690,14.48,,,,,0.0,3690.0,14484.099609375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 23, 2017, 7:09:48 PM",Metro Loop,Run,Runnin off that food,3645,14.48,,,,,0.0,3645.0,14484.099609375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 20, 2017, 7:10:56 PM",Luna Lake Loop,Run,Around RAFB ,3200,12.87,,,,,0.0,3200.0,12874.7998046875,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 19, 2017, 7:12:21 PM",Easy Progressive Run,Run,Tredmill. Strarted off pretty easy then dropped it down every half mile just to let the legs move.,3453,14.48,,,,,0.0,3453.0,14484.099609375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 21, 2017, 7:14:35 PM",Apartment out and back,Run,,2880,11.26,,,,,0.0,2880.0,11265.400390625,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Nov 28, 2017, 5:33:55 PM",Volume Run,Run,,2765,11.26,,,,,0.0,2765.0,11265.400390625,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Dec 3, 2017, 9:47:13 PM",Easy 10k,Run,Nice and easy ,2640,10.00,,,,,0.0,2640.0,10000.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Dec 5, 2017, 10:19:47 PM",15k with a few moderate 400s,Run,"400s with 400 recovery
75 sec
75 sec
70 sec",3660,15.00,,,,,0.0,3660.0,15000.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Dec 7, 2017, 2:12:09 AM",Run with a few hill strides,Run,,2673,10.62,,,,,0.0,2673.0,10621.7001953125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Dec 14, 2017, 8:32:06 PM",Benton-Mackaye Trail,Run,Benton Mackaye in TN. Steep half-track while Jason yaked. ,3300,11.26,,,,,0.0,3300.0,11265.400390625,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,media/4e92049c-b496-44d1-b9ce-0ea2e8402e68.jpg|media/d2caecf6-3074-4209-9b9b-f62ae18a59db.jpg|media/f38b55ef-2635-487c-aafd-922e86f34bcf.jpg
"Dec 13, 2017, 8:36:37 PM",Racoon Mountain Chattanooga,Run,"Ran way too close to dark and had to cut the run short, but got a some nice sunset views. Eating dinner 20 minutes before was not nearly as bad as I thought it was gonna be.",3360,12.87,,,,,0.0,3360.0,12874.7998046875,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Dec 27, 2017, 4:43:39 PM",C&O Canal Run,Run,Quite cold. 20 degrees. Snow flurries mid-run.,2730,10.46,,,,,0.0,2730.0,10460.7001953125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,media/68ef246b-0525-48c2-a8a1-9cb919a46ed8.jpg|media/840e9f13-0d21-4e66-8c0e-d423e3ea1ab9.jpg|media/389a37b5-490f-46ab-99a8-f5f3ad83bde9.jpg|media/8268106a-bf75-48e6-89ab-4bbb24c76e65.jpg|media/bf6ef586-2812-4216-ad31-07ddf1e6c6da.jpg
"Dec 26, 2017, 11:39:30 PM",Burke Lake Run,Run,,1950,8.04,,,,,0.0,1950.0,8046.72021484375,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Dec 28, 2017, 10:58:52 PM",18 °F in my sandals. Mistake? Yes. Will I repeat it? Yes.,Run,,2835,11.26,,,,,0.0,2835.0,11265.400390625,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Jan 1, 2018, 1:00:42 PM",Goodbye Healthy Achilles (To the tune of Goodbye Yellowbrick Road),Run,Ow,18000,50.00,,,,,0.0,18000.0,50000.0,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,media/2fabad9b-ba17-4be8-8a79-51a391371076.jpg
"Jan 5, 2018, 4:14:01 PM",Lunch Ride,Ride,,3300,26.55,,,,,0.0,3300.0,26554.19921875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Jan 7, 2018, 2:22:52 AM",Night Ride,Ride,,3840,28.96,,,,,0.0,3840.0,28968.19921875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Jan 9, 2018, 12:12:24 AM",Evening Ride,Ride,,3900,30.90,,,,,0.0,3900.0,30899.400390625,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Jan 14, 2018, 9:43:48 PM",Poor Man's Toe Socks,Run,,2608,9.48,,,,,0.0,2608.0,9482.400390625,7.300000190734860,,108.91100311279300,110.41100311279300,24.0,72.5999984741211,24.600000381469700,-0.015818800777196900,,,,,,,0.0,,,,,9755.2001953125,,,,,,,,,,,,,,0.0,,media/5a4983cf-2167-40b9-b5e7-af3cda5e8020.jpg
"Jan 14, 2018, 12:15:26 AM",Heartly Meadows,Run,,2520,9.65,,,,,0.0,2520.0,9656.0595703125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Jan 13, 2018, 12:01:54 AM",Evening Run,Run,,870,3.21,,,,,0.0,870.0,3218.68994140625,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
"Jan 12, 2018, 11:31:51 PM",Evening Ride,Ride,,2700,24.14,,,,,0.0,2700.0,24140.19921875,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
"Jan 10, 2018, 11:32:11 PM",Pohic Park,Run,,2700,9.65,,,,,0.0,2700.0,9656.0595703125,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,
